-99	0	0.0000
-98	0	0.0000
-97	0	0.0000
-96	0	0.0000
-95	0	0.0000
-94	0	0.0000
-93	0	0.0000
-92	0	0.0000
-91	0	0.0000
-90	0	0.0000
-89	1	0.0101
-88	0	0.0000
-87	0	0.0000
-86	0	0.0000
-85	1	0.0101
-84	0	0.0000
-83	4	0.0404
-82	1	0.0101
-81	1	0.0101
-80	2	0.0202
-79	4	0.0404
-78	2	0.0202
-77	1	0.0101
-76	5	0.0505
-75	6	0.0606
-74	2	0.0202
-73	4	0.0404
-72	6	0.0606
-71	5	0.0505
-70	12	0.1212
-69	9	0.0909
-68	8	0.0808
-67	8	0.0808
-66	6	0.0606
-65	6	0.0606
-64	2	0.0202
-63	1	0.0101
-62	2	0.0202
-61	0	0.0000
-60	0	0.0000
-59	0	0.0000
-58	0	0.0000
-57	0	0.0000
-56	0	0.0000
-55	0	0.0000
-54	0	0.0000
-53	0	0.0000
-52	0	0.0000
-51	0	0.0000
-50	0	0.0000
-49	0	0.0000
-48	0	0.0000
-47	0	0.0000
-46	0	0.0000
-45	0	0.0000
-44	0	0.0000
-43	0	0.0000
-42	0	0.0000
-41	0	0.0000
-40	0	0.0000
