1434566076765	-75	-70
1434566077366	-65	-70
1434566077579	-65	-70
1434566077997	-65	-70
1434566078208	-68	-70
1434566078627	-74	-70
1434566079259	-72	-70
1434566079469	-76	-70
1434566079679	-65	-70
1434566083481	-72	-70
1434566084933	-65	-70
1434566085348	-71	-70
1434566085572	-68	-70
1434566085776	-78	-70
1434566085985	-68	-70
1434566086193	-63	-70
1434566086433	-63	-70
1434566087049	-64	-70
1434566087243	-63	-70
1434566087660	-68	-70
1434566087982	-69	-70
1434566088372	-70	-70
1434566093117	-64	-70
1434566093538	-72	-70
1434566093958	-64	-70
1434566094377	-71	-70
1434566094593	-74	-70
1434566094803	-70	-70
1434566095218	-73	-70
1434566095475	-70	-70
1434566095637	-67	-70
1434566096072	-66	-70
1434566096903	-69	-70
1434566100887	-67	-70
1434566101305	-68	-70
1434566101729	-69	-70
1434566102146	-66	-70
1434566102568	-66	-70
1434566102996	-66	-70
1434566103404	-66	-70
1434566104264	-66	-70
1434566104477	-66	-70
1434566104682	-67	-70
1434566104885	-68	-70
1434566105108	-69	-70
1434566105303	-70	-70
1434566109921	-66	-70
1434566110966	-65	-70
1434566111197	-65	-70
1434566111390	-64	-70
1434566111815	-63	-70
1434566112227	-64	-70
1434566112457	-65	-70
1434566112653	-65	-70
1434566113077	-65	-70
1434566113703	-64	-70
1434566117911	-68	-70
1434566118794	-68	-70
1434566119790	-67	-70
1434566120205	-67	-70
1434566120626	-68	-70
1434566121047	-68	-70
1434566121466	-69	-70
1434566121749	-68	-70
1434566121888	-68	-70
1434566122131	-65	-70
1434566122306	-70	-70
1434566122525	-69	-70
1434566122740	-69	-70
1434566123610	-67	-70
1434566128047	-72	-70
1434566128856	-73	-70
1434566129026	-68	-70
1434566129253	-66	-70
1434566129450	-67	-70
1434566129868	-69	-70
1434566130297	-69	-70
1434566130501	-69	-70
1434566130933	-69	-70
1434566131360	-71	-70
1434566131977	-73	-70
