1434566077158	-67	-60
1434566077787	-61	-60
1434566078627	-62	-60
1434566079259	-61	-60
1434566081378	-62	-60
1434566081996	-77	-60
1434566082867	-61	-60
1434566083481	-62	-60
1434566084090	-62	-60
1434566084933	-61	-60
1434566085348	-60	-60
1434566086814	-61	-60
1434566088517	-69	-60
1434566088932	-57	-60
1434566090180	-63	-60
1434566090594	-67	-60
1434566091856	-63	-60
1434566092277	-66	-60
1434566092952	-56	-60
1434566093538	-68	-60
1434566093958	-59	-60
1434566095060	-59	-60
1434566096072	-60	-60
1434566097398	-59	-60
1434566097767	-60	-60
1434566098416	-55	-60
1434566099880	-60	-60
1434566100465	-65	-60
1434566100887	-63	-60
1434566102146	-66	-60
1434566102568	-64	-60
1434566104264	-63	-60
1434566105303	-61	-60
1434566106345	-64	-60
1434566106767	-62	-60
1434566108057	-61	-60
1434566108878	-63	-60
1434566110543	-61	-60
1434566111197	-60	-60
1434566111815	-61	-60
1434566112227	-61	-60
1434566113703	-62	-60
1434566114326	-63	-60
1434566116641	-57	-60
1434566117058	-57	-60
1434566117728	-58	-60
1434566118794	-59	-60
1434566119178	-60	-60
1434566119790	-59	-60
1434566121888	-60	-60
1434566124014	-61	-60
1434566124613	-62	-60
1434566126738	-66	-60
1434566127346	-63	-60
1434566127764	-73	-60
1434566128407	-65	-60
1434566129868	-58	-60
1434566130933	-59	-60
