-99	0	0.0000
-98	0	0.0000
-97	0	0.0000
-96	0	0.0000
-95	0	0.0000
-94	0	0.0000
-93	0	0.0000
-92	0	0.0000
-91	0	0.0000
-90	0	0.0000
-89	0	0.0000
-88	0	0.0000
-87	0	0.0000
-86	0	0.0000
-85	0	0.0000
-84	1	0.0095
-83	0	0.0000
-82	1	0.0095
-81	0	0.0000
-80	1	0.0095
-79	0	0.0000
-78	2	0.0190
-77	0	0.0000
-76	2	0.0190
-75	0	0.0000
-74	0	0.0000
-73	1	0.0095
-72	0	0.0000
-71	0	0.0000
-70	0	0.0000
-69	2	0.0190
-68	1	0.0095
-67	5	0.0476
-66	3	0.0286
-65	7	0.0667
-64	7	0.0667
-63	15	0.1429
-62	15	0.1429
-61	19	0.1810
-60	18	0.1714
-59	2	0.0190
-58	3	0.0286
-57	0	0.0000
-56	0	0.0000
-55	0	0.0000
-54	0	0.0000
-53	0	0.0000
-52	0	0.0000
-51	0	0.0000
-50	0	0.0000
-49	0	0.0000
-48	0	0.0000
-47	0	0.0000
-46	0	0.0000
-45	0	0.0000
-44	0	0.0000
-43	0	0.0000
-42	0	0.0000
-41	0	0.0000
-40	0	0.0000
