1434565572110	-69	-70
1434565572319	-67	-70
1434565572593	-68	-70
1434565572734	-66	-70
1434565572948	-65	-70
1434565573389	-64	-70
1434565573581	-65	-70
1434565573998	-63	-70
1434565574663	-65	-70
1434565574833	-66	-70
1434565575466	-68	-70
1434565581148	-65	-70
1434565581552	-66	-70
1434565581977	-65	-70
1434565582418	-64	-70
1434565582610	-64	-70
1434565582870	-65	-70
1434565583026	-67	-70
1434565583389	-67	-70
1434565585340	-64	-70
1434565587437	-73	-70
1434565587856	-74	-70
1434565588276	-73	-70
1434565588708	-67	-70
1434565589144	-65	-70
1434565589575	-67	-70
1434565589989	-66	-70
1434565590177	-65	-70
1434565590387	-64	-70
1434565591006	-65	-70
1434565591226	-64	-70
1434565591903	-64	-70
1434565597154	-62	-70
1434565597546	-62	-70
1434565597745	-62	-70
1434565598146	-62	-70
1434565598392	-63	-70
1434565598586	-63	-70
1434565598993	-63	-70
1434565599223	-64	-70
1434565599406	-63	-70
1434565599705	-62	-70
1434565599828	-62	-70
1434565604445	-63	-70
1434565604870	-63	-70
1434565605113	-64	-70
1434565605284	-67	-70
1434565605705	-65	-70
1434565606123	-66	-70
1434565606357	-67	-70
1434565606582	-65	-70
1434565606757	-64	-70
1434565607211	-65	-70
1434565607395	-66	-70
1434565607611	-66	-70
1434565607817	-66	-70
1434565608231	-66	-70
1434565612224	-67	-70
1434565612843	-64	-70
1434565613268	-63	-70
1434565613696	-63	-70
1434565614106	-64	-70
1434565614527	-65	-70
1434565614782	-66	-70
1434565614946	-66	-70
1434565615368	-65	-70
1434565615796	-63	-70
1434565616219	-64	-70
1434565616428	-64	-70
1434565616837	-65	-70
1434565617067	-65	-70
1434565617272	-65	-70
1434565617469	-63	-70
1434565623141	-62	-70
1434565623398	-63	-70
1434565623767	-63	-70
1434565624015	-63	-70
1434565624184	-64	-70
1434565624446	-65	-70
1434565625125	-67	-70
1434565625247	-66	-70
1434565625867	-65	-70
1434565631114	-71	-70
1434565631541	-64	-70
1434565631957	-62	-70
1434565632375	-63	-70
