1434565503856	-63	-70
1434565504066	-63	-70
1434565504280	-64	-70
1434565504490	-66	-70
1434565504695	-65	-70
1434565504910	-65	-70
1434565508486	-67	-70
1434565509123	-65	-70
1434565509321	-67	-70
1434565509541	-68	-70
1434565509739	-67	-70
1434565510009	-67	-70
1434565510153	-68	-70
1434565510596	-67	-70
1434565511026	-65	-70
1434565511222	-64	-70
1434565511493	-64	-70
1434565511633	-66	-70
1434565511873	-66	-70
1434565512048	-66	-70
1434565512466	-66	-70
1434565512918	-67	-70
1434565515877	-70	-70
1434565516246	-72	-70
1434565516667	-71	-70
1434565517086	-69	-70
1434565517525	-70	-70
1434565517716	-70	-70
1434565517969	-72	-70
1434565518137	-73	-70
1434565518588	-74	-70
1434565518799	-73	-70
1434565519008	-70	-70
1434565520029	-70	-70
1434565520285	-70	-70
1434565520445	-70	-70
1434565524229	-74	-70
1434565525301	-71	-70
1434565525782	-73	-70
1434565525911	-72	-70
1434565526146	-69	-70
1434565526324	-73	-70
1434565526746	-70	-70
1434565528232	-73	-70
1434565529114	-73	-70
1434565531897	-71	-70
1434565532416	-71	-70
1434565533687	-72	-70
1434565534094	-71	-70
1434565534317	-71	-70
1434565535209	-70	-70
1434565535357	-71	-70
1434565535632	-70	-70
1434565535778	-69	-70
1434565536016	-68	-70
1434565536408	-69	-70
1434565536619	-69	-70
1434565536831	-69	-70
1434565541658	-70	-70
1434565542093	-74	-70
1434565542496	-70	-70
1434565542745	-70	-70
1434565542916	-68	-70
1434565543337	-68	-70
1434565543609	-67	-70
1434565543998	-68	-70
1434565544176	-67	-70
1434565544613	-67	-70
1434565545231	-67	-70
1434565550988	-70	-70
1434565551524	-71	-70
1434565551954	-72	-70
1434565552193	-73	-70
1434565552365	-73	-70
1434565552793	-72	-70
1434565553017	-72	-70
1434565553242	-73	-70
1434565553413	-73	-70
1434565553645	-73	-70
1434565553844	-73	-70
1434565554262	-73	-70
1434565554471	-73	-70
1434565555356	-72	-70
1434565559508	-71	-70
1434565560785	-68	-70
1434565561097	-69	-70
1434565561211	-71	-70
1434565561420	-68	-70
1434565561687	-70	-70
1434565561822	-73	-70
1434565562302	-76	-70
1434565562446	-70	-70
1434565562688	-73	-70
1434565562868	-74	-70
1434565563289	-75	-70
