1434565439476	-66	-70
1434565439807	-68	-70
1434565440227	-67	-70
1434565440863	-67	-70
1434565441088	-74	-70
1434565441276	-72	-70
1434565441706	-69	-70
1434565442540	-72	-70
1434565442958	-72	-70
1434565445902	-70	-70
1434565447164	-69	-70
1434565448415	-70	-70
1434565448837	-70	-70
1434565449296	-69	-70
1434565449462	-69	-70
1434565449712	-68	-70
1434565450097	-70	-70
1434565450324	-70	-70
1434565450525	-69	-70
1434565450790	-70	-70
1434565450936	-71	-70
1434565454996	-69	-70
1434565455978	-74	-70
1434565456440	-72	-70
1434565456603	-72	-70
1434565457034	-73	-70
1434565457445	-73	-70
1434565457885	-74	-70
1434565458286	-72	-70
1434565458530	-74	-70
1434565458755	-73	-70
1434565462067	-77	-70
1434565463337	-73	-70
1434565463747	-74	-70
1434565464175	-74	-70
1434565464410	-75	-70
1434565465010	-75	-70
1434565465348	-75	-70
1434565465484	-75	-70
1434565465880	-74	-70
1434565466270	-76	-70
1434565466485	-74	-70
1434565466896	-75	-70
1434565467112	-68	-70
1434565467339	-74	-70
1434565472382	-70	-70
1434565473408	-73	-70
1434565473829	-73	-70
1434565474292	-73	-70
1434565474487	-75	-70
1434565474678	-77	-70
1434565474887	-79	-70
1434565475159	-75	-70
1434565475294	-72	-70
1434565475562	-77	-70
1434565475723	-77	-70
1434565475996	-72	-70
1434565476134	-74	-70
1434565476392	-75	-70
1434565476556	-76	-70
1434565481709	-73	-70
1434565482931	-74	-70
1434565483063	-75	-70
1434565483485	-74	-70
1434565483906	-73	-70
1434565484202	-73	-70
1434565484330	-73	-70
1434565484578	-73	-70
1434565484746	-73	-70
1434565485167	-72	-70
1434565485586	-72	-70
1434565490414	-79	-70
1434565491065	-77	-70
1434565491487	-84	-70
1434565491687	-80	-70
1434565491902	-79	-70
1434565492097	-67	-70
1434565492324	-78	-70
1434565492785	-75	-70
1434565492935	-75	-70
1434565493152	-76	-70
1434565493622	-78	-70
